job_category,salary_in_usd,experience_level,work_setting,company_size,Cluster
Machine Learning and AI,85000.0,Senior,Remote,M,1
Data Science and Research,175100.0,Senior,Remote,M,1
Machine Learning and AI,189650.0,Senior,In-person,M,0
Machine Learning and AI,164996.0,Senior,In-person,M,0
Machine Learning and AI,150000.0,Senior,Remote,L,1
Leadership and Management,135000.0,Senior,Remote,M,1
Data Engineering,98506.00000000001,Mid-level,In-person,M,2
Data Engineering,73880.0,Mid-level,In-person,M,2
Data Analysis,117000.0,Senior,Remote,M,1
Data Analysis,99450.0,Senior,Remote,M,1
Machine Learning and AI,55410.000000000015,Entry-level,Remote,S,3
Data Analysis,86193.0,Senior,In-person,M,0
Data Analysis,61566.00000000001,Senior,In-person,M,0
Data Engineering,188100.0,Senior,In-person,M,0
Data Engineering,139860.0,Senior,In-person,M,0
Machine Learning and AI,248699.99999999997,Senior,In-person,M,0
Machine Learning and AI,167100.0,Senior,In-person,M,0
Data Analysis,50432.0,Mid-level,Remote,S,4
Data Architecture and Modeling,141300.0,Senior,In-person,M,0
Data Architecture and Modeling,102100.0,Senior,In-person,M,0
Data Science and Research,84053.0,Entry-level,Remote,L,3
Data Architecture and Modeling,250000.0,Senior,In-person,M,0
Data Architecture and Modeling,63000.000000000015,Senior,In-person,M,0
Data Science and Research,189500.0,Senior,Remote,L,1
Data Science and Research,140100.0,Senior,Remote,L,1
Data Engineering,177600.0,Senior,Remote,L,1
Data Engineering,131300.0,Senior,Remote,L,1
Data Engineering,24000.0,Mid-level,In-person,M,2
Machine Learning and AI,202900.0,Senior,Remote,L,1
Machine Learning and AI,193900.0,Mid-level,In-person,M,2
Machine Learning and AI,129300.0,Mid-level,In-person,M,2
Data Science and Research,140000.0,Senior,Remote,L,1
Data Analysis,216200.0,Mid-level,In-person,M,2
Data Analysis,144100.0,Mid-level,In-person,M,2
Machine Learning and AI,216000.0,Senior,In-person,M,0
Data Analysis,150000.0,Entry-level,Remote,L,3
Data Science and Research,131752.0,Mid-level,Remote,M,4
Leadership and Management,48000.0,Senior,Remote,S,1
Data Analysis,55000.0,Entry-level,Remote,S,3
Machine Learning and AI,77119.0,Senior,Remote,L,1
Data Engineering,206699.0,Senior,In-person,M,0
Data Engineering,99100.0,Senior,In-person,M,0
Leadership and Management,200000.00000000003,Mid-level,In-person,M,2
Leadership and Management,54000.0,Mid-level,In-person,M,2
Data Engineering,100000.00000000001,Senior,In-person,L,0
Data Engineering,80000.0,Senior,In-person,L,0
Data Science and Research,100000.00000000001,Senior,In-person,L,0
Data Management and Strategy,221300.0,Senior,Remote,L,1
Data Management and Strategy,148700.0,Senior,Remote,L,1
Machine Learning and AI,30000.0,Entry-level,Remote,L,3
Data Engineering,91118.0,Mid-level,In-person,M,2
Data Engineering,61566.00000000001,Mid-level,In-person,M,2
Data Science and Research,60938.0,Mid-level,Remote,S,4
Data Science and Research,249260.0,Senior,In-person,M,0
Data Science and Research,185400.0,Senior,In-person,M,0
Data Analysis,128875.0,Senior,Remote,M,1
Data Analysis,93700.0,Senior,Remote,M,1
Machine Learning and AI,100000.00000000001,Senior,Remote,M,1
Data Analysis,136260.0,Senior,Remote,M,1
Data Analysis,109280.0,Senior,Remote,M,1
Data Science and Research,91999.99999999999,Senior,Remote,L,1
Data Engineering,135446.0,Mid-level,In-person,M,2
Data Engineering,104663.00000000001,Mid-level,In-person,M,2
Data Engineering,129000.0,Entry-level,Remote,L,3
Data Engineering,86000.0,Entry-level,Remote,L,3
Data Analysis,100000.00000000001,Senior,Remote,L,1
Machine Learning and AI,180000.0,Entry-level,Remote,L,3
Data Science and Research,153000.0,Mid-level,Remote,L,4
Data Analysis,150075.0,Senior,Remote,M,1
Data Analysis,110925.00000000001,Senior,Remote,M,1
Machine Learning and AI,22800.0,Mid-level,Remote,M,4
Data Analysis,22809.0,Entry-level,Remote,M,3
Data Science and Research,133766.0,Senior,Remote,L,1
Data Analysis,112900.00000000001,Senior,In-person,M,0
Data Analysis,90320.0,Senior,In-person,M,0
Machine Learning and AI,200000.00000000003,Mid-level,Remote,L,4
Machine Learning and AI,116976.0,Mid-level,In-person,M,2
Machine Learning and AI,92350.0,Mid-level,In-person,M,2
Data Analysis,112900.00000000001,Senior,Remote,M,1
Data Analysis,90320.0,Senior,Remote,M,1
Leadership and Management,105400.0,Senior,Remote,M,1
Data Science and Research,215300.0,Senior,Remote,L,1
Data Science and Research,158199.99999999997,Senior,Remote,L,1
Data Engineering,209100.0,Senior,Remote,L,1
Data Engineering,154600.0,Senior,Remote,L,1
Data Analysis,115934.0,Senior,In-person,M,0
Data Analysis,81666.0,Senior,In-person,M,0
Data Engineering,155000.0,Senior,Remote,M,1
Machine Learning and AI,84053.0,Mid-level,Remote,M,4
Data Analysis,164000.0,Senior,In-person,M,0
Data Science and Research,123000.0,Senior,Remote,M,1
Data Engineering,52532.99999999999,Mid-level,In-person,M,2
Data Engineering,165400.0,Senior,Remote,M,1
Data Engineering,132320.0,Senior,Remote,M,1
Data Architecture and Modeling,208775.0,Senior,Remote,M,1
Data Architecture and Modeling,147800.0,Senior,Remote,M,1
Machine Learning and AI,35093.0,Entry-level,Remote,L,3
Data Engineering,183600.0,Senior,Remote,L,1
Data Engineering,100800.0,Senior,Remote,L,1
Data Analysis,49253.00000000001,Mid-level,Remote,M,4
Data Analysis,36940.0,Mid-level,Remote,M,4
Data Analysis,42026.0,Mid-level,Remote,M,4
Data Analysis,31520.0,Mid-level,Remote,M,4
Data Science and Research,215300.0,Senior,In-person,L,0
Data Science and Research,140400.0,Senior,In-person,L,0
Data Engineering,63040.0,Mid-level,Remote,M,4
Data Engineering,47280.0,Mid-level,Remote,M,4
Data Science and Research,260000.0,Senior,Remote,M,1
Data Science and Research,43096.00000000001,Mid-level,In-person,M,2
Data Engineering,55410.000000000015,Mid-level,Remote,M,4
Data Science and Research,60000.0,Senior,Remote,L,1
Data Engineering,82900.0,Mid-level,In-person,M,2
Data Engineering,63900.00000000001,Mid-level,In-person,M,2
Machine Learning and AI,160000.0,Mid-level,Remote,L,4
Machine Learning and AI,112300.0,Mid-level,Remote,L,4
Data Science and Research,240999.99999999997,Mid-level,Remote,M,4
Data Science and Research,159000.0,Mid-level,Remote,M,4
Data Science and Research,80000.0,Senior,In-person,M,0
Data Analysis,58000.000000000015,Mid-level,In-person,S,2
Data Engineering,136000.0,Senior,In-person,M,0
Data Engineering,108800.0,Senior,In-person,M,0
Data Science and Research,61566.00000000001,Mid-level,In-person,M,2
Data Science and Research,36940.0,Mid-level,In-person,M,2
Data Engineering,49253.00000000001,Mid-level,In-person,M,2
Data Science and Research,165220.0,Senior,Remote,M,1
Data Analysis,124190.0,Senior,Remote,M,1
Data Engineering,181940.0,Senior,In-person,M,0
Data Engineering,132320.0,Senior,In-person,M,0
Data Engineering,220110.0,Senior,In-person,M,0
Data Engineering,160079.99999999997,Senior,In-person,M,0
Data Science and Research,180000.0,Senior,In-person,L,0
Data Science and Research,120000.0,Senior,In-person,L,0
Data Analysis,126500.0,Mid-level,In-person,M,2
Data Analysis,106260.0,Mid-level,In-person,M,2
Data Analysis,116000.0,Senior,In-person,M,0
Data Analysis,120599.99999999999,Senior,Remote,M,1
Data Analysis,102100.0,Senior,Remote,M,1
Data Analysis,84900.0,Senior,Remote,M,1
Data Science and Research,136620.0,Senior,Remote,M,1
Data Science and Research,99360.0,Senior,Remote,M,1
Data Science and Research,110820.00000000001,Senior,In-person,M,0
Data Science and Research,98506.00000000001,Senior,In-person,M,0
Data Engineering,43096.00000000001,Entry-level,Remote,M,3
Data Analysis,170000.0,Senior,Remote,M,1
Data Science and Research,161342.0,Senior,Remote,M,1
Data Science and Research,137141.0,Senior,Remote,M,1
Data Science and Research,167000.0,Senior,Remote,M,1
Data Engineering,73880.0,Senior,In-person,M,0
Data Engineering,61566.00000000001,Senior,In-person,M,0
Data Science and Research,211500.0,Senior,Remote,M,1
Data Science and Research,138600.0,Senior,Remote,M,1
Data Architecture and Modeling,192400.0,Senior,Remote,M,1
Data Architecture and Modeling,90700.0,Senior,Remote,M,1
Data Analysis,61300.00000000001,Senior,Remote,M,1
Data Engineering,160000.0,Senior,In-person,L,0
Data Engineering,113000.00000000001,Senior,In-person,L,0
Data Science and Research,95550.0,Senior,In-person,M,0
Data Analysis,167000.0,Mid-level,Remote,M,4
Data Analysis,115500.00000000001,Mid-level,Remote,M,4
Data Engineering,243900.00000000003,Senior,Remote,M,1
Data Analysis,136600.0,Senior,Remote,M,1
Data Engineering,128875.0,Senior,Remote,M,1
Data Engineering,93700.0,Senior,Remote,M,1
Data Science and Research,205300.0,Senior,In-person,L,0
Data Engineering,200100.0,Senior,Remote,M,1
Data Engineering,70500.0,Senior,In-person,M,0
Data Engineering,54000.0,Senior,In-person,M,0
Data Science and Research,205300.0,Senior,In-person,M,0
Data Science and Research,140400.0,Senior,In-person,M,0
Leadership and Management,205300.0,Senior,In-person,M,0
Leadership and Management,184700.0,Senior,In-person,M,0
Data Engineering,140250.0,Senior,Remote,M,1
Data Analysis,116150.0,Senior,Remote,M,1
Data Analysis,99050.0,Senior,Remote,M,1
Machine Learning and AI,214000.0,Senior,Remote,M,1
Machine Learning and AI,192600.0,Senior,Remote,M,1
Data Architecture and Modeling,266400.0,Senior,Remote,M,1
Data Science and Research,141300.0,Mid-level,In-person,M,2
Data Science and Research,102100.0,Mid-level,In-person,M,2
Data Engineering,206699.0,Mid-level,In-person,M,2
Data Engineering,99100.0,Mid-level,In-person,M,2
Data Engineering,110500.0,Senior,Remote,M,1
Data Analysis,61566.00000000001,Mid-level,In-person,M,2
Data Analysis,43096.00000000001,Mid-level,In-person,M,2
Leadership and Management,150260.0,Senior,Remote,M,1
Leadership and Management,109280.0,Senior,Remote,M,1
Data Analysis,129000.0,Senior,In-person,M,0
Data Analysis,69000.0,Senior,Remote,M,1
Data Engineering,25000.000000000004,Senior,Remote,M,1
Data Analysis,106260.0,Senior,Remote,M,1
Data Engineering,220110.0,Senior,Remote,M,1
Data Engineering,160079.99999999997,Senior,Remote,M,1
Data Analysis,135000.0,Mid-level,Remote,M,4
Data Science and Research,172386.0,Mid-level,In-person,M,2
Data Science and Research,86193.0,Mid-level,In-person,M,2
Machine Learning and AI,120000.0,Senior,Remote,S,1
Machine Learning and AI,65000.0,Senior,Remote,S,1
Data Science and Research,185100.0,Senior,Remote,M,1
Data Science and Research,104890.00000000001,Senior,Remote,M,1
Machine Learning and AI,76814.0,Mid-level,Remote,M,4
Machine Learning and AI,120000.0,Mid-level,Remote,S,4
Machine Learning and AI,75000.0,Mid-level,Remote,L,4
Data Science and Research,157000.0,Mid-level,Remote,L,4
Data Engineering,65000.0,Entry-level,Remote,S,3
Machine Learning and AI,68293.0,Senior,Remote,S,1
Data Science and Research,67597.00000000001,Mid-level,Remote,M,4
Data Analysis,20000.0,Mid-level,Remote,S,4
Leadership and Management,102839.0,Senior,Remote,L,1
Data Science and Research,51081.0,Entry-level,Remote,L,3
Machine Learning and AI,83864.0,Mid-level,Remote,L,4
Data Science and Research,40000.0,Entry-level,Remote,L,3
Leadership and Management,31520.0,Mid-level,Remote,S,4
Machine Learning and AI,59888.0,Senior,Remote,L,1
Data Engineering,54742.0,Entry-level,Remote,L,3
Machine Learning and AI,76814.0,Senior,Remote,M,1
Data Science and Research,33609.0,Mid-level,Remote,L,4
Data Analysis,75000.0,Mid-level,Remote,S,4
Data Analysis,20000.0,Mid-level,In-person,S,2
Machine Learning and AI,30469.0,Entry-level,Remote,M,3
Data Engineering,55475.00000000001,Entry-level,Remote,M,3
Data Science and Research,61989.00000000001,Mid-level,In-person,L,2
Data Science and Research,152500.0,Senior,Remote,M,1
Data Science and Research,120000.0,Entry-level,Remote,L,3
Data Science and Research,135000.0,Mid-level,Remote,L,4
Leadership and Management,322612.5,Senior,Remote,L,1
Data Engineering,150000.0,Senior,In-person,L,0
Data Science and Research,240000.0,Senior,In-person,L,0
Data Analysis,135000.0,Mid-level,Remote,L,4
Data Science and Research,80000.0,Entry-level,Remote,M,3
Data Science and Research,322612.5,Senior,Remote,L,1
Data Science and Research,120402.0,Mid-level,In-person,L,2
Data Science and Research,177000.0,Senior,Remote,L,1
Data Engineering,65141.000000000015,Mid-level,Remote,M,4
Data Science and Research,48000.0,Mid-level,Remote,S,4
Data Science and Research,220000.0,Senior,In-person,L,0
Machine Learning and AI,150000.0,Entry-level,Remote,S,3
Data Science and Research,155499.0,Senior,Remote,M,1
Machine Learning and AI,24000.0,Senior,Remote,M,1
Machine Learning and AI,38400.0,Mid-level,Remote,M,4
Data Science and Research,82500.0,Mid-level,Remote,S,4
Data Engineering,120000.0,Entry-level,Remote,M,3
Machine Learning and AI,84053.0,Senior,In-person,M,0
Machine Learning and AI,21013.0,Entry-level,Remote,L,3
Data Engineering,200000.00000000003,Mid-level,Remote,L,4
Data Engineering,100000.00000000001,Mid-level,Remote,L,4
Data Engineering,59303.00000000001,Mid-level,Remote,S,4
Data Engineering,82528.0,Mid-level,Remote,L,4
Data Architecture and Modeling,170000.0,Mid-level,Remote,L,4
Data Architecture and Modeling,150000.0,Mid-level,Remote,L,4
Data Engineering,70000.0,Entry-level,Remote,L,3
Data Science and Research,68428.0,Senior,Remote,L,1
Machine Learning and AI,125000.0,Entry-level,Remote,S,3
Data Science and Research,322612.5,Mid-level,In-person,M,2
Data Science and Research,144000.0,Senior,Remote,L,1
Data Science and Research,75774.0,Mid-level,Remote,L,4
Data Science and Research,103000.0,Mid-level,Remote,L,4
Data Engineering,153000.0,Senior,Remote,L,1
Data Engineering,90000.0,Mid-level,Remote,L,4
Data Analysis,90000.0,Entry-level,Remote,S,3
Data Analysis,60000.0,Entry-level,Remote,S,3
Data Science and Research,50000.00000000001,Mid-level,Remote,L,4
Machine Learning and AI,270000.0,Mid-level,Remote,L,4
Machine Learning and AI,47282.0,Mid-level,Remote,S,4
Data Engineering,28476.0,Mid-level,Remote,L,4
Leadership and Management,110000.0,Mid-level,Remote,L,4
Machine Learning and AI,138000.0,Entry-level,Remote,S,3
Data Engineering,140000.0,Mid-level,Remote,L,4
Leadership and Management,79197.0,Senior,Remote,L,1
Data Analysis,170000.0,Senior,Remote,L,1
Data Science and Research,45760.0,Mid-level,Remote,S,4
Machine Learning and AI,225000.0,Entry-level,Remote,L,3
Data Science and Research,76833.0,Entry-level,Remote,S,3
Machine Learning and AI,50180.0,Mid-level,In-person,M,2
Data Analysis,88654.0,Senior,Remote,L,1
Data Engineering,103160.0,Senior,Remote,S,1
Data Engineering,113476.0,Senior,Remote,M,1
Data Engineering,115000.0,Senior,Remote,S,1
Data Science and Research,187442.00000000003,Mid-level,Remote,L,4
Data Engineering,106000.0,Mid-level,Remote,L,4
Data Engineering,150000.0,Senior,Remote,L,1
Machine Learning and AI,15966.0,Entry-level,Remote,S,3
Machine Learning and AI,95746.0,Mid-level,Remote,S,4
Machine Learning and AI,70000.0,Entry-level,Remote,M,3
Data Science and Research,76958.0,Mid-level,Remote,S,4
Data Engineering,276000.0,Senior,In-person,L,0
Data Engineering,188000.0,Senior,Remote,L,1
Data Engineering,160000.0,Senior,Remote,S,1
Data Science and Research,104999.99999999999,Mid-level,Remote,L,4
Data Engineering,174000.00000000003,Senior,Remote,L,1
Data Science and Research,90000.0,Entry-level,Remote,S,3
Data Analysis,91000.0,Entry-level,Remote,L,3
Data Science and Research,103691.0,Senior,Remote,L,1
Data Science and Research,115000.0,Mid-level,In-person,L,2
Data Science and Research,63810.00000000001,Mid-level,Remote,M,4
Machine Learning and AI,260000.0,Senior,In-person,S,0
Data Science and Research,110000.0,Mid-level,In-person,S,2
Data Architecture and Modeling,180000.0,Mid-level,Remote,L,4
Data Analysis,200000.00000000003,Senior,Remote,L,1
Data Engineering,200000.00000000003,Senior,Remote,L,1
Machine Learning and AI,256000.0,Senior,Remote,S,1
Data Engineering,110000.0,Mid-level,Remote,L,4
Data Science and Research,79833.0,Mid-level,In-person,L,2
Data Engineering,72500.0,Entry-level,Remote,L,3
Data Engineering,69741.0,Mid-level,Remote,L,4
Data Engineering,112000.0,Mid-level,Remote,L,4
Machine Learning and AI,55000.0,Senior,Remote,L,1
Machine Learning and AI,85000.0,Entry-level,Remote,S,3
Data Science and Research,104999.99999999999,Senior,Remote,M,1
Data Analysis,72000.0,Entry-level,Remote,L,3
Data Engineering,28016.0,Mid-level,Remote,M,4
Data Engineering,111775.0,Mid-level,In-person,M,2
Data Engineering,93150.0,Mid-level,In-person,M,2
Data Science and Research,25532.0,Mid-level,Remote,S,4
Data Science and Research,190000.0,Senior,Remote,S,1
Data Analysis,71786.00000000001,Senior,Remote,M,1
Data Science and Research,135000.0,Senior,In-person,L,0
Data Science and Research,174000.00000000003,Senior,Remote,L,1
Leadership and Management,50000.00000000001,Senior,Remote,M,1
Data Analysis,87000.00000000001,Mid-level,Remote,L,4
Data Engineering,26005.0,Mid-level,In-person,L,2
Data Science and Research,37825.0,Mid-level,Remote,L,4
Data Analysis,85000.0,Mid-level,Remote,L,4
Machine Learning and AI,225000.0,Senior,Remote,L,1
Machine Learning and AI,46597.0,Mid-level,Remote,L,4
Data Engineering,114047.0,Senior,Remote,S,1
Machine Learning and AI,88654.0,Mid-level,Remote,M,4
Data Engineering,56000.00000000001,Mid-level,Remote,M,4
