job_category,salary_in_usd,experience_level,work_setting,company_size,Cluster
Data Engineering,208000.0,Senior,Remote,M,1
Data Engineering,109500.0,Senior,Remote,M,1
Data Quality and Operations,240000.0,Senior,In-person,M,0
Data Quality and Operations,238530.0,Senior,In-person,M,0
Data Quality and Operations,95000.0,Senior,In-person,M,0
Data Science and Research,154700.0,Senior,In-person,M,0
Data Science and Research,118900.0,Senior,In-person,M,0
Data Engineering,232960.0,Senior,In-person,M,0
Data Engineering,166400.0,Senior,In-person,M,0
Data Science and Research,156000.0,Mid-level,In-person,M,2
Data Science and Research,104999.99999999999,Mid-level,In-person,M,2
Machine Learning and AI,193000.0,Senior,Remote,M,1
Machine Learning and AI,143000.0,Senior,Remote,M,1
Data Analysis,138860.0,Senior,In-person,M,0
Data Analysis,119610.0,Senior,In-person,M,0
Data Science and Research,205485.0,Senior,In-person,M,0
Data Science and Research,156560.0,Senior,In-person,M,0
Machine Learning and AI,210600.0,Senior,Remote,M,1
Machine Learning and AI,135000.0,Senior,Remote,M,1
Leadership and Management,170000.0,Senior,In-person,M,0
Data Engineering,104999.99999999999,Mid-level,In-person,M,2
Data Analysis,100000.00000000001,Mid-level,Remote,M,4
Data Science and Research,70132.0,Mid-level,In-person,M,2
Data Science and Research,51676.00000000001,Mid-level,In-person,M,2
Data Science and Research,92280.0,Senior,Remote,M,1
Data Science and Research,79976.0,Senior,Remote,M,1
BI and Visualization,15000.0,Mid-level,Remote,M,4
Data Science and Research,64781.00000000001,Senior,In-person,L,0
Data Analysis,144100.0,Senior,Remote,M,1
Data Analysis,89100.0,Senior,Remote,M,1
Data Engineering,193600.0,Senior,In-person,M,0
Data Engineering,119700.0,Senior,In-person,M,0
Data Analysis,94000.0,Senior,Remote,M,1
Data Analysis,81900.00000000001,Senior,Remote,M,1
Data Engineering,242000.0,Senior,In-person,M,0
Data Engineering,134000.0,Senior,In-person,M,0
Data Architecture and Modeling,104000.0,Senior,In-person,M,0
Data Science and Research,201000.0,Senior,In-person,M,0
Data Science and Research,141100.0,Senior,In-person,M,0
Data Science and Research,126000.00000000001,Senior,In-person,M,0
Data Engineering,104584.0,Mid-level,Remote,M,4
Leadership and Management,208500.0,Senior,In-person,M,0
Leadership and Management,165000.0,Senior,In-person,M,0
Data Engineering,86374.0,Senior,Remote,L,1
BI and Visualization,130800.0,Senior,Remote,M,1
BI and Visualization,87200.0,Senior,Remote,M,1
Data Engineering,214999.99999999997,Senior,Remote,M,1
Data Science and Research,61520.00000000001,Mid-level,Remote,M,4
Data Science and Research,49216.0,Mid-level,Remote,M,4
Machine Learning and AI,238000.0,Senior,Remote,M,1
Machine Learning and AI,173000.0,Senior,Remote,M,1
Data Science and Research,299500.0,Senior,In-person,M,0
Data Science and Research,245100.0,Senior,In-person,M,0
Data Science and Research,71259.00000000001,Senior,Remote,M,1
Machine Learning and AI,290000.0,Senior,Remote,M,1
Machine Learning and AI,226000.00000000003,Senior,Remote,M,1
Data Science and Research,161000.0,Senior,Remote,M,1
Data Science and Research,151000.0,Senior,Remote,M,1
Data Analysis,53120.00000000001,Senior,In-person,M,0
Data Analysis,38868.0,Senior,In-person,M,0
Data Engineering,136994.0,Senior,Remote,M,1
Data Science and Research,214500.0,Senior,In-person,M,0
Leadership and Management,120000.0,Senior,Remote,M,1
Data Engineering,278300.0,Senior,In-person,M,0
Data Engineering,205700.0,Senior,In-person,M,0
Data Engineering,114000.0,Mid-level,Remote,M,4
Data Engineering,194000.0,Senior,In-person,M,0
Data Engineering,161000.0,Senior,In-person,M,0
Machine Learning and AI,184950.0,Senior,In-person,M,0
Machine Learning and AI,119249.99999999999,Senior,In-person,M,0
Data Engineering,178500.0,Senior,Remote,M,1
Data Engineering,136000.0,Senior,Remote,M,1
Machine Learning and AI,189000.0,Senior,Remote,M,1
Machine Learning and AI,159090.0,Senior,Remote,M,1
Data Engineering,82000.0,Mid-level,In-person,M,2
Data Engineering,149076.0,Senior,Remote,M,1
Data Engineering,82365.0,Senior,Remote,M,1
Data Engineering,194595.0,Senior,In-person,M,0
Data Engineering,157999.99999999997,Senior,In-person,M,0
Machine Learning and AI,305000.0,Senior,In-person,M,0
Machine Learning and AI,245000.0,Senior,In-person,M,0
Data Science and Research,205485.0,Senior,Remote,M,1
Data Science and Research,156560.0,Senior,Remote,M,1
Data Analysis,168000.0,Senior,Remote,L,1
Data Analysis,78400.0,Senior,Remote,L,1
Data Analysis,212000.0,Senior,In-person,M,0
Data Analysis,132000.0,Senior,In-person,M,0
Data Analysis,177000.0,Mid-level,In-person,M,2
Data Analysis,148000.0,Senior,In-person,M,0
Leadership and Management,155000.0,Senior,In-person,M,0
Leadership and Management,38000.0,Senior,In-person,M,0
Machine Learning and AI,218000.0,Senior,Remote,M,1
Leadership and Management,235400.0,Senior,Remote,M,1
Leadership and Management,108320.00000000001,Senior,Remote,M,1
Data Engineering,152375.0,Senior,In-person,M,0
Data Analysis,115934.0,Senior,Remote,M,1
Data Analysis,81666.0,Senior,Remote,M,1
Data Analysis,78999.99999999999,Mid-level,In-person,M,2
Data Science and Research,273400.0,Senior,In-person,M,0
Data Science and Research,182200.0,Senior,In-person,M,0
Data Analysis,160000.0,Mid-level,In-person,M,2
Data Analysis,112000.0,Mid-level,In-person,M,2
Data Science and Research,285000.0,Senior,Remote,M,1
Data Science and Research,154000.0,Senior,Remote,M,1
Data Engineering,200000.00000000003,Mid-level,Remote,M,4
Data Science and Research,275000.0,Mid-level,In-person,M,2
Data Science and Research,200000.00000000003,Mid-level,In-person,M,2
Data Science and Research,177000.0,Senior,In-person,M,0
Data Analysis,122720.0,Senior,In-person,M,0
Data Engineering,231500.0,Senior,In-person,M,0
Data Engineering,117999.99999999999,Senior,In-person,M,0
Machine Learning and AI,297000.0,Senior,In-person,M,0
Machine Learning and AI,138000.0,Senior,In-person,M,0
Data Science and Research,267100.0,Senior,Remote,M,1
Data Science and Research,167200.0,Senior,Remote,M,1
Data Architecture and Modeling,188500.0,Senior,Remote,M,1
Data Architecture and Modeling,117000.0,Senior,Remote,M,1
Data Science and Research,150931.0,Senior,In-person,M,0
Data Science and Research,143250.0,Senior,In-person,M,0
Data Engineering,231000.00000000003,Senior,Remote,M,1
Data Engineering,157250.0,Senior,Remote,M,1
Machine Learning and AI,157250.0,Senior,Remote,M,1
Data Engineering,232000.0,Senior,In-person,M,0
Data Science and Research,277300.0,Senior,In-person,M,0
Data Science and Research,213300.0,Senior,In-person,M,0
Data Engineering,209000.0,Senior,In-person,M,0
Data Science and Research,184250.0,Senior,In-person,M,0
Data Science and Research,167500.0,Senior,In-person,M,0
Data Engineering,85000.0,Senior,Remote,M,1
Machine Learning and AI,110736.0,Mid-level,Remote,M,4
Data Analysis,154440.00000000003,Senior,In-person,M,0
Data Analysis,68550.0,Senior,In-person,M,0
Data Engineering,226600.0,Senior,In-person,M,0
Data Engineering,140100.0,Senior,In-person,M,0
Data Architecture and Modeling,80000.0,Senior,In-person,M,0
Data Architecture and Modeling,52499.99999999999,Senior,In-person,M,0
Machine Learning and AI,235000.0,Senior,In-person,M,0
Data Analysis,223099.99999999997,Senior,In-person,L,0
Data Analysis,114700.0,Senior,In-person,L,0
Data Analysis,172800.0,Senior,Remote,M,1
Data Engineering,152375.0,Mid-level,Remote,M,4
Data Engineering,94000.0,Mid-level,Remote,M,4
Data Analysis,120350.0,Senior,In-person,M,0
Data Analysis,74400.0,Senior,In-person,M,0
Data Analysis,134000.0,Senior,Remote,M,1
Data Engineering,57007.0,Senior,In-person,M,0
Data Engineering,44051.0,Senior,In-person,M,0
Data Engineering,258750.0,Senior,Remote,M,1
Data Engineering,172500.0,Senior,Remote,M,1
Data Engineering,109528.0,Senior,In-person,M,0
Machine Learning and AI,287500.0,Mid-level,In-person,M,2
Machine Learning and AI,207499.99999999997,Mid-level,In-person,M,2
Data Science and Research,160000.0,Senior,Remote,L,1
Data Analysis,93919.0,Senior,In-person,M,0
Data Architecture and Modeling,180000.0,Senior,Remote,M,1
Data Analysis,186600.0,Senior,Remote,M,1
Data Analysis,119800.0,Senior,Remote,M,1
Data Architecture and Modeling,200000.00000000003,Senior,Remote,M,1
Machine Learning and AI,322612.5,Senior,In-person,M,0
Machine Learning and AI,315850.0,Senior,In-person,M,0
Data Science and Research,198000.0,Mid-level,Remote,M,4
Data Science and Research,132000.0,Mid-level,Remote,M,4
Data Science and Research,141600.0,Mid-level,Remote,M,4
Data Science and Research,94400.0,Mid-level,Remote,M,4
Data Science and Research,209450.0,Senior,Remote,M,1
Data Science and Research,167559.99999999997,Senior,Remote,M,1
Data Science and Research,238000.0,Senior,In-person,M,0
Data Science and Research,149500.0,Senior,In-person,M,0
Data Engineering,186600.0,Senior,Remote,M,1
Data Engineering,116500.0,Senior,Remote,M,1
Data Analysis,195000.0,Senior,In-person,M,0
Data Science and Research,220000.0,Mid-level,Remote,M,4
Data Science and Research,190000.0,Mid-level,Remote,M,4
Data Engineering,118539.0,Senior,Remote,L,1
Machine Learning and AI,146000.0,Senior,In-person,M,0
Machine Learning and AI,97400.00000000001,Senior,In-person,M,0
Data Engineering,166363.99999999997,Senior,In-person,M,0
Data Engineering,116455.0,Senior,In-person,M,0
BI and Visualization,145000.0,Senior,In-person,M,0
BI and Visualization,125000.0,Senior,In-person,M,0
Data Engineering,76000.00000000001,Mid-level,Remote,M,4
Data Analysis,130999.99999999999,Senior,In-person,M,0
Data Science and Research,222000.0,Senior,Remote,M,1
Data Science and Research,166500.0,Senior,Remote,M,1
Data Engineering,205600.0,Senior,Remote,M,1
Data Engineering,105700.0,Senior,Remote,M,1
BI and Visualization,138000.0,Senior,In-person,M,0
BI and Visualization,67000.0,Senior,In-person,M,0
Data Science and Research,211200.0,Senior,In-person,M,0
Data Analysis,230000.0,Senior,Remote,M,1
Data Analysis,60000.0,Mid-level,Remote,M,4
BI and Visualization,200000.00000000003,Senior,Remote,M,1
BI and Visualization,18381.0,Senior,Remote,L,1
Data Science and Research,200000.00000000003,Entry-level,Remote,M,3
Data Science and Research,120000.0,Entry-level,Remote,M,3
Data Science and Research,157750.0,Senior,In-person,M,0
Data Science and Research,133000.0,Senior,Remote,M,1
Machine Learning and AI,70000.0,Mid-level,Remote,M,4
Machine Learning and AI,40000.0,Mid-level,Remote,M,4
Data Science and Research,190000.0,Mid-level,In-person,M,2
Data Science and Research,158080.0,Mid-level,In-person,M,2
Data Analysis,182000.0,Senior,Remote,M,1
Data Engineering,252000.00000000003,Senior,In-person,M,0
Data Engineering,129000.0,Senior,In-person,M,0
Machine Learning and AI,231000.00000000003,Senior,In-person,M,0
Machine Learning and AI,200800.0,Senior,In-person,M,0
Data Science and Research,159100.0,Senior,Remote,M,1
Data Science and Research,120160.0,Senior,Remote,M,1
Leadership and Management,110000.0,Senior,Remote,M,1
Machine Learning and AI,165000.0,Mid-level,In-person,M,2
Machine Learning and AI,149094.0,Mid-level,In-person,M,2
BI and Visualization,247500.0,Senior,In-person,M,0
BI and Visualization,172200.0,Senior,In-person,M,0
Data Analysis,72250.00000000001,Senior,Remote,M,1
Data Science and Research,83000.0,Senior,Remote,M,1
Data Science and Research,63967.0,Senior,Remote,M,1
Data Science and Research,188600.0,Senior,In-person,M,0
Data Science and Research,111549.99999999999,Senior,In-person,M,0
Machine Learning and AI,219300.0,Senior,In-person,M,0
Machine Learning and AI,143000.0,Senior,In-person,M,0
Machine Learning and AI,133300.0,Senior,In-person,M,0
Data Engineering,80000.0,Senior,Remote,M,1
Machine Learning and AI,204060.0,Senior,Remote,M,1
Machine Learning and AI,140358.0,Senior,Remote,M,1
Data Engineering,198900.0,Mid-level,In-person,M,2
Data Engineering,183310.0,Mid-level,In-person,M,2
Machine Learning and AI,322612.5,Senior,In-person,M,0
Machine Learning and AI,224000.0,Senior,In-person,M,0
Data Engineering,233000.0,Senior,In-person,M,0
Data Engineering,199098.0,Senior,In-person,M,0
Data Engineering,172000.0,Senior,Remote,M,1
Data Engineering,107000.0,Senior,Remote,M,1
Data Engineering,128000.0,Mid-level,In-person,M,2
Data Engineering,81500.0,Mid-level,In-person,M,2
Data Science and Research,240960.0,Senior,In-person,M,0
Data Science and Research,200800.0,Senior,In-person,M,0
Data Science and Research,120681.0,Mid-level,In-person,M,2
Data Science and Research,72409.0,Mid-level,In-person,M,2
Data Science and Research,250000.0,Senior,Remote,M,1
Data Science and Research,178560.0,Senior,In-person,M,0
Data Science and Research,148800.0,Senior,In-person,M,0
Machine Learning and AI,125000.0,Senior,In-person,M,0
BI and Visualization,185000.0,Senior,In-person,M,0
BI and Visualization,50000.00000000001,Senior,In-person,M,0
Data Engineering,322612.5,Senior,In-person,M,0
Data Engineering,283780.0,Senior,In-person,M,0
Data Science and Research,189110.0,Senior,In-person,M,0
Machine Learning and AI,199000.0,Senior,Remote,M,1
Machine Learning and AI,145000.0,Senior,Remote,M,1
Machine Learning and AI,199000.0,Senior,In-person,M,0
Leadership and Management,230000.0,Senior,Remote,M,1
Leadership and Management,170000.0,Senior,Remote,M,1
Data Analysis,66000.00000000001,Senior,In-person,M,0
Data Analysis,52000.0,Senior,In-person,M,0
Data Science and Research,200000.00000000003,Senior,Remote,M,1
Leadership and Management,178560.0,Senior,In-person,M,0
Leadership and Management,148800.0,Senior,In-person,M,0
Machine Learning and AI,200000.00000000003,Senior,Remote,L,1
Data Analysis,166500.0,Senior,In-person,M,0
Data Analysis,113219.99999999999,Senior,In-person,M,0
Machine Learning and AI,322612.5,Senior,In-person,M,0
Data Engineering,229000.0,Senior,In-person,M,0
Data Science and Research,86700.0,Senior,In-person,L,0
Data Analysis,192300.00000000003,Senior,Remote,M,1
Data Analysis,153800.0,Senior,Remote,M,1
Data Analysis,131650.0,Mid-level,In-person,M,2
Data Analysis,105320.0,Mid-level,In-person,M,2
Data Science and Research,126400.0,Senior,In-person,M,0
Machine Learning and AI,235400.0,Senior,Remote,M,1
Machine Learning and AI,160079.99999999997,Senior,Remote,M,1
Data Analysis,146190.0,Senior,In-person,M,0
Data Science and Research,175000.0,Mid-level,Remote,M,4
Data Architecture and Modeling,150000.0,Mid-level,In-person,M,2
Data Architecture and Modeling,100000.00000000001,Mid-level,In-person,M,2
Data Science and Research,126500.0,Senior,In-person,M,0
Data Science and Research,78000.0,Senior,In-person,M,0
Data Analysis,126500.0,Senior,In-person,M,0
Data Analysis,78000.0,Senior,In-person,M,0
Data Science and Research,70000.0,Senior,In-person,M,0
Data Engineering,96000.0,Senior,Remote,M,1
Data Science and Research,205150.0,Senior,Remote,M,1
Data Science and Research,167850.0,Senior,Remote,M,1
Data Science and Research,222750.0,Senior,In-person,M,0
Data Science and Research,182250.0,Senior,In-person,M,0
Machine Learning and AI,148594.0,Senior,In-person,M,0
Data Science and Research,206000.0,Senior,Remote,M,1
Data Science and Research,140250.0,Senior,Remote,M,1
Leadership and Management,254500.00000000003,Senior,Remote,L,1
Leadership and Management,130899.99999999999,Senior,Remote,L,1
Data Science and Research,198000.0,Senior,Remote,M,1
Data Science and Research,124000.0,Senior,Remote,M,1
BI and Visualization,234485.0,Senior,Remote,M,1
BI and Visualization,112655.0,Senior,Remote,M,1
Data Engineering,70179.0,Mid-level,Remote,M,4
Data Engineering,64781.00000000001,Mid-level,Remote,M,4
Data Science and Research,184184.0,Senior,Remote,M,1
Data Science and Research,167441.0,Senior,Remote,M,1
Machine Learning and AI,74087.0,Entry-level,Remote,L,3
Data Engineering,202400.0,Senior,Remote,M,1
Data Engineering,147200.0,Senior,Remote,M,1
Data Science and Research,139500.0,Senior,Remote,M,1
Data Science and Research,90000.0,Senior,Remote,M,1
BI and Visualization,192000.0,Senior,In-person,M,0
BI and Visualization,142000.0,Senior,In-person,M,0
Data Quality and Operations,143000.0,Senior,Remote,M,1
Data Quality and Operations,129000.0,Senior,Remote,M,1
Data Science and Research,191000.0,Senior,Remote,M,1
Data Management and Strategy,85000.0,Senior,In-person,M,0
Data Management and Strategy,70000.0,Senior,In-person,M,0
Data Engineering,147648.0,Senior,Remote,M,1
Data Engineering,98432.0,Senior,Remote,M,1
Machine Learning and AI,144800.0,Senior,In-person,M,0
Data Analysis,250000.0,Mid-level,Remote,M,4
Data Science and Research,16000.0,Entry-level,Remote,L,3
Data Engineering,27000.0,Mid-level,Remote,S,4
Data Engineering,172900.0,Senior,In-person,M,0
Data Engineering,144100.0,Senior,In-person,M,0
BI and Visualization,160000.0,Senior,In-person,M,0
BI and Visualization,135000.0,Senior,In-person,M,0
Data Analysis,101500.0,Senior,Remote,M,1
Data Analysis,83700.0,Senior,Remote,M,1
Data Science and Research,283000.0,Senior,In-person,M,0
Data Science and Research,246500.0,Senior,In-person,M,0
Data Science and Research,133500.0,Senior,In-person,M,0
Data Science and Research,174000.00000000003,Senior,Remote,M,1
Data Science and Research,134000.0,Senior,Remote,M,1
Leadership and Management,167000.0,Mid-level,In-person,M,2
Leadership and Management,109000.0,Mid-level,In-person,M,2
Machine Learning and AI,115000.0,Senior,Remote,S,1
Machine Learning and AI,284000.0,Senior,Remote,M,1
Machine Learning and AI,227000.0,Senior,Remote,M,1
Data Science and Research,205000.00000000003,Senior,In-person,M,0
Machine Learning and AI,191400.0,Senior,In-person,M,0
Machine Learning and AI,127600.0,Senior,In-person,M,0
Machine Learning and AI,230000.0,Senior,Remote,M,1
Data Quality and Operations,95000.0,Mid-level,In-person,M,2
Data Quality and Operations,70000.0,Mid-level,In-person,M,2
Data Engineering,258000.0,Mid-level,In-person,M,2
Data Engineering,171000.0,Mid-level,In-person,M,2
Data Engineering,87000.00000000001,Senior,In-person,M,0
Data Engineering,73000.0,Senior,In-person,M,0
Machine Learning and AI,20000.0,Entry-level,Remote,S,3
Data Architecture and Modeling,110736.0,Mid-level,In-person,M,2
Data Architecture and Modeling,55368.00000000001,Mid-level,In-person,M,2
Data Engineering,151840.0,Senior,In-person,M,0
Data Engineering,163152.0,Senior,In-person,M,0
Data Engineering,108768.0,Senior,In-person,M,0
Machine Learning and AI,285000.0,Senior,In-person,M,0
Machine Learning and AI,193900.0,Senior,In-person,M,0
Data Science and Research,322612.5,Senior,In-person,M,0
Data Science and Research,234700.0,Senior,In-person,M,0
Machine Learning and AI,100000.00000000001,Senior,Remote,S,1
Data Engineering,240999.99999999997,Senior,In-person,M,0
Data Engineering,209999.99999999997,Senior,Remote,L,1
Leadership and Management,90000.0,Senior,In-person,M,0
Leadership and Management,84000.0,Senior,In-person,M,0
Data Analysis,160000.0,Senior,Remote,M,1
Leadership and Management,221300.0,Senior,In-person,M,0
Leadership and Management,147500.0,Senior,In-person,M,0
Machine Learning and AI,209999.99999999997,Senior,Remote,M,1
Machine Learning and AI,160000.0,Senior,Remote,M,1
Leadership and Management,192000.0,Senior,Remote,M,1
Leadership and Management,151000.0,Senior,Remote,M,1
Data Science and Research,169000.00000000003,Senior,In-person,M,0
Data Engineering,204500.0,Senior,In-person,M,0
Data Engineering,142200.0,Senior,In-person,M,0
BI and Visualization,209999.99999999997,Senior,In-person,M,0
BI and Visualization,170000.0,Senior,In-person,M,0
Data Engineering,72000.0,Mid-level,Remote,M,4
Data Engineering,60000.0,Mid-level,Remote,M,4
Leadership and Management,209999.99999999997,Senior,Remote,M,1
Leadership and Management,159090.0,Senior,Remote,M,1
Data Analysis,94400.0,Senior,Remote,M,1
Data Architecture and Modeling,90000.0,Mid-level,Remote,M,4
Data Science and Research,125000.0,Mid-level,Remote,M,4
Data Engineering,130002.0,Entry-level,Remote,M,3
Data Engineering,71908.00000000001,Entry-level,Remote,M,3
Data Analysis,60000.0,Mid-level,In-person,M,2
Machine Learning and AI,81838.0,Mid-level,Remote,L,4
Data Analysis,60000.0,Entry-level,Remote,L,3
Data Science and Research,255000.0,Senior,In-person,M,0
Leadership and Management,116990.0,Senior,Remote,M,1
Leadership and Management,82920.0,Senior,Remote,M,1
Leadership and Management,159000.0,Senior,Remote,M,1
Leadership and Management,104999.99999999999,Senior,Remote,M,1
Data Science and Research,155000.0,Mid-level,In-person,M,2
Data Science and Research,322612.5,Senior,In-person,M,0
Data Science and Research,197500.00000000003,Senior,In-person,M,0
Data Science and Research,187000.0,Senior,In-person,M,0
Data Science and Research,20000.0,Mid-level,Remote,L,4
Data Science and Research,195000.0,Senior,Remote,M,1
Data Science and Research,119000.0,Senior,Remote,M,1
Data Science and Research,266450.0,Senior,In-person,M,0
Data Science and Research,177700.0,Senior,In-person,M,0
Data Quality and Operations,55720.000000000015,Senior,Remote,M,1
Data Quality and Operations,50700.0,Senior,Remote,M,1
Data Analysis,56000.00000000001,Mid-level,Remote,M,4
Data Architecture and Modeling,135000.0,Mid-level,In-person,M,2
Data Architecture and Modeling,115000.0,Mid-level,In-person,M,2
Machine Learning and AI,302000.0,Senior,In-person,M,0
Machine Learning and AI,189000.0,Senior,In-person,M,0
BI and Visualization,150000.0,Senior,Remote,M,1
BI and Visualization,93000.0,Senior,Remote,M,1
Data Science and Research,190000.0,Senior,Remote,L,1
Data Engineering,46565.0,Senior,Remote,L,1
Machine Learning and AI,216000.0,Senior,Remote,M,1
Machine Learning and AI,183999.99999999997,Senior,Remote,M,1
Data Science and Research,128750.0,Mid-level,In-person,M,2
Data Science and Research,79350.0,Mid-level,In-person,M,2
Machine Learning and AI,273400.0,Senior,Remote,M,1
Machine Learning and AI,182200.0,Senior,Remote,M,1
Data Analysis,165000.0,Mid-level,In-person,M,2
Data Analysis,142500.0,Mid-level,In-person,M,2
Data Science and Research,213654.0,Senior,In-person,M,0
Data Science and Research,142436.0,Senior,In-person,M,0
Data Engineering,124230.0,Senior,Remote,M,1
Data Engineering,68637.00000000001,Senior,Remote,M,1
Data Engineering,204000.0,Mid-level,Remote,M,4
Data Engineering,161500.0,Mid-level,Remote,M,4
Data Science and Research,148750.0,Senior,In-person,M,0
Data Science and Research,95000.0,Senior,Remote,M,1
Machine Learning and AI,287700.0,Senior,In-person,L,0
Machine Learning and AI,148000.0,Senior,In-person,L,0
Data Science and Research,227240.0,Senior,Remote,M,1
Data Science and Research,197600.0,Senior,Remote,M,1
Data Science and Research,178500.0,Senior,In-person,M,0
Leadership and Management,146100.0,Mid-level,In-person,M,2
Leadership and Management,112400.0,Mid-level,In-person,M,2
Data Architecture and Modeling,86128.0,Mid-level,In-person,M,2
Data Architecture and Modeling,79976.0,Mid-level,In-person,M,2
Data Engineering,285000.0,Senior,In-person,M,0
Machine Learning and AI,90000.0,Entry-level,Remote,M,3
Data Engineering,146000.0,Senior,In-person,M,0
Machine Learning and AI,237400.0,Mid-level,In-person,M,2
Machine Learning and AI,158199.99999999997,Mid-level,In-person,M,2
BI and Visualization,150000.0,Senior,In-person,M,0
BI and Visualization,141000.0,Senior,In-person,M,0
Leadership and Management,267000.0,Senior,In-person,M,0
Data Analysis,72000.0,Senior,Remote,M,1
Data Engineering,177177.0,Entry-level,Remote,L,3
Data Science and Research,240000.0,Senior,In-person,S,0
Data Science and Research,142000.0,Senior,In-person,S,0
Machine Learning and AI,180000.0,Mid-level,Remote,S,4
Machine Learning and AI,104999.99999999999,Mid-level,Remote,S,4
Data Analysis,80000.0,Entry-level,Remote,M,3
Data Analysis,60000.0,Entry-level,Remote,M,3
Machine Learning and AI,268000.0,Senior,Remote,M,1
Leadership and Management,144628.0,Mid-level,In-person,M,2
Leadership and Management,115702.0,Mid-level,In-person,M,2
Data Analysis,144000.0,Senior,Remote,M,1
Data Analysis,132000.0,Senior,Remote,M,1
Data Analysis,93500.0,Senior,Remote,M,1
Data Engineering,208200.0,Senior,Remote,M,1
Data Engineering,151200.0,Senior,Remote,M,1
Data Science and Research,270000.0,Senior,In-person,M,0
Data Analysis,50000.00000000001,Entry-level,Remote,M,3
Data Analysis,40000.0,Entry-level,Remote,M,3
Data Analysis,98432.0,Mid-level,In-person,M,2
Data Engineering,41026.99999999999,Entry-level,Remote,L,3
Machine Learning and AI,155000.0,Senior,In-person,M,0
Machine Learning and AI,100000.00000000001,Senior,In-person,M,0
Data Analysis,65000.0,Senior,In-person,M,0
Data Architecture and Modeling,280100.0,Senior,Remote,M,1
Data Architecture and Modeling,168100.0,Senior,Remote,M,1
Machine Learning and AI,120000.0,Senior,In-person,M,0
Data Engineering,149040.0,Senior,Remote,M,1
Data Engineering,113900.0,Senior,Remote,M,1
Machine Learning and AI,165000.0,Senior,Remote,M,1
Data Architecture and Modeling,274450.0,Senior,In-person,M,0
Data Architecture and Modeling,199599.99999999997,Senior,In-person,M,0
Data Engineering,83500.0,Mid-level,In-person,M,2
Data Engineering,52499.99999999999,Mid-level,In-person,M,2
BI and Visualization,76500.00000000001,Senior,Remote,M,1
Data Science and Research,157000.0,Senior,Remote,M,1
Data Analysis,140700.0,Senior,Remote,M,1
Data Analysis,109600.0,Senior,Remote,M,1
Machine Learning and AI,278000.0,Senior,In-person,M,0
Machine Learning and AI,173000.0,Senior,In-person,M,0
Data Engineering,305000.0,Senior,Remote,M,1
Data Engineering,125000.0,Senior,Remote,M,1
Data Science and Research,24000.0,Entry-level,Remote,M,3
BI and Visualization,259000.0,Senior,In-person,M,0
BI and Visualization,138750.0,Senior,In-person,M,0
Data Science and Research,218000.0,Senior,Remote,M,1
Data Science and Research,85000.0,Senior,Remote,M,1
Data Management and Strategy,132000.0,Senior,In-person,M,0
Data Management and Strategy,71500.00000000001,Senior,In-person,M,0
Leadership and Management,215050.0,Senior,In-person,M,0
Leadership and Management,113100.0,Senior,In-person,M,0
Data Science and Research,85000.0,Mid-level,In-person,M,2
Data Science and Research,168399.99999999997,Senior,In-person,M,0
Data Analysis,136505.0,Senior,Remote,M,1
Data Analysis,100895.0,Senior,Remote,M,1
Data Engineering,275300.0,Senior,Remote,M,1
Data Engineering,183500.0,Senior,Remote,M,1
Data Architecture and Modeling,240000.0,Mid-level,Remote,M,4
Data Analysis,93000.0,Mid-level,Remote,L,4
Machine Learning and AI,237400.0,Senior,In-person,M,0
Machine Learning and AI,132870.0,Senior,In-person,M,0
Data Engineering,104999.99999999999,Senior,In-person,M,0
Machine Learning and AI,317070.0,Senior,In-person,M,0
Machine Learning and AI,170730.0,Senior,In-person,M,0
Machine Learning and AI,170000.0,Mid-level,In-person,M,2
Data Engineering,158700.0,Senior,In-person,M,0
Data Engineering,123906.0,Senior,In-person,M,0
Data Engineering,80976.0,Mid-level,Remote,M,4
Data Engineering,66940.00000000001,Mid-level,Remote,M,4
Data Engineering,76284.0,Mid-level,Remote,M,4
Data Quality and Operations,65000.0,Mid-level,In-person,M,2
Data Quality and Operations,50000.00000000001,Mid-level,In-person,M,2
Data Engineering,293000.0,Senior,In-person,M,0
Data Analysis,99000.0,Entry-level,Remote,L,3
Machine Learning and AI,233000.0,Senior,In-person,M,0
Data Engineering,185100.0,Senior,Remote,M,1
Data Engineering,127600.0,Senior,Remote,M,1
Data Analysis,104999.99999999999,Mid-level,Remote,M,4
Machine Learning and AI,240999.99999999997,Senior,In-person,M,0
Machine Learning and AI,163000.0,Senior,In-person,M,0
Data Science and Research,120000.0,Mid-level,Remote,M,4
Data Science and Research,218000.0,Senior,In-person,M,0
Data Science and Research,117999.99999999999,Senior,In-person,M,0
Machine Learning and AI,310999.99999999994,Senior,In-person,M,0
Machine Learning and AI,162540.0,Senior,In-person,M,0
Data Engineering,153600.0,Senior,In-person,M,0
Data Engineering,106800.0,Senior,In-person,M,0
BI and Visualization,76500.00000000001,Senior,In-person,M,0
Data Engineering,182850.0,Senior,Remote,M,1
Data Engineering,113000.00000000001,Senior,Remote,M,1
Data Analysis,126000.00000000001,Mid-level,In-person,M,2
Data Analysis,86400.0,Mid-level,In-person,M,2
Data Engineering,232760.0,Senior,Remote,M,1
Data Engineering,169280.0,Senior,Remote,M,1
Data Engineering,162500.0,Mid-level,In-person,M,2
Data Science and Research,240350.00000000003,Senior,Remote,M,1
